algorithm;timed out;problem instance;domain size;max degree;number of disconnected components;number of variables;target density p1;target tightness p2;true average density p1;true average tightness p2;NCCCs;simulated time (in ms);number of messages;total message size (in bytes);maximum message size (in bytes);induced treewidth;reported cost;true cost
AFB;0;randomMaxDisCSP_1548908143514;10;6;1;10;0.4;0.7;0.4;0.7061111111110923;72990;59;8902;596788;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908143514;10;6;1;10;0.4;0.7;0.4;0.7061111111110923;251100;66;108;86983;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908144669;10;5;1;10;0.4;0.8;0.4;0.789444444444422;302360;82;20939;2142425;454;0;2;2
DPOP;0;randomMaxDisCSP_1548908144669;10;5;1;10;0.4;0.8;0.4;0.789444444444422;431100;64;108;86986;40797;4;2;2
AFB;0;randomMaxDisCSP_1548908146210;10;6;2;10;0.4;0.9;0.4;0.8872222222221955;838140;151;49910;5669446;454;0;6;6
DPOP;0;randomMaxDisCSP_1548908146210;10;6;2;10;0.4;0.9;0.4;0.8872222222221955;3712100;246;104;516337;402602;5;6;6
AFB;0;randomMaxDisCSP_1548908148694;10;5;1;10;0.4;0.99;0.4;0.9922222222221909;4335570;460;213679;28992536;454;0;13;13
DPOP;0;randomMaxDisCSP_1548908148694;10;5;1;10;0.4;0.99;0.4;0.9922222222221909;513100;83;108;123213;40797;4;13;13
AFB;0;randomMaxDisCSP_1548908154644;10;5;1;10;0.4;0.4;0.4;0.3983333333333279;4070;19;5921;190685;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908154644;10;5;1;10;0.4;0.4;0.4;0.3983333333333279;541100;73;109;162719;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908155593;10;6;1;10;0.4;0.5;0.4;0.5044444444444344;3170;20;5990;199690;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908155593;10;6;1;10;0.4;0.5;0.4;0.5044444444444344;462100;87;108;119077;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908156563;10;6;1;10;0.4;0.6;0.4;0.5988888888888747;18340;27;6603;280459;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908156563;10;6;1;10;0.4;0.6;0.4;0.5988888888888747;652100;99;108;162719;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908157576;10;5;1;10;0.4;0.7;0.4;0.7066666666666478;172090;54;12128;1007704;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908157576;10;5;1;10;0.4;0.7;0.4;0.7066666666666478;451100;82;108;123198;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908158789;10;6;2;10;0.4;0.8;0.4;0.8022222222221992;2044800;215;73478;8616180;454;0;4;4
DPOP;0;randomMaxDisCSP_1548908158789;10;6;2;10;0.4;0.8;0.4;0.8022222222221992;82100;32;104;48964;4573;3;4;4
AFB;0;randomMaxDisCSP_1548908161637;10;7;1;10;0.4;0.9;0.4;0.905555555555528;5572010;501;273222;36318935;454;0;6;6
DPOP;0;randomMaxDisCSP_1548908161637;10;7;1;10;0.4;0.9;0.4;0.905555555555528;182100;77;109;86607;40797;4;6;6
AFB;0;randomMaxDisCSP_1548908169007;10;6;1;10;0.4;0.99;0.4;0.9899999999999688;1293220;233;118508;15620793;454;0;14;14
DPOP;0;randomMaxDisCSP_1548908169007;10;6;1;10;0.4;0.99;0.4;0.9899999999999688;34100;31;108;42507;4573;3;14;14
AFB;0;randomMaxDisCSP_1548908172614;10;6;1;10;0.4;0.4;0.4;0.3844444444444396;3600;21;5831;179328;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908172614;10;6;1;10;0.4;0.4;0.4;0.3844444444444396;862100;101;108;198961;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908173589;10;6;1;10;0.4;0.5;0.4;0.5055555555555454;10420;23;6175;223528;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908173589;10;6;1;10;0.4;0.5;0.4;0.5055555555555454;55100;34;109;46685;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908174501;10;5;1;10;0.4;0.6;0.4;0.60444444444443;12650;27;6261;235596;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908174501;10;5;1;10;0.4;0.6;0.4;0.60444444444443;422100;90;108;119090;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908175496;10;5;1;10;0.4;0.7;0.4;0.6972222222222038;81020;44;8836;580205;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908175496;10;5;1;10;0.4;0.7;0.4;0.6972222222222038;272100;65;108;86473;40797;4;1;1
AFB;0;randomMaxDisCSP_1548908176633;10;5;1;10;0.4;0.8;0.4;0.7922222222221996;680270;156;42385;5092930;454;0;3;3
DPOP;0;randomMaxDisCSP_1548908176633;10;5;1;10;0.4;0.8;0.4;0.7922222222221996;2452100;263;108;524973;402602;5;3;3
AFB;0;randomMaxDisCSP_1548908178991;10;6;1;10;0.4;0.9;0.4;0.8888888888888621;2190220;217;94638;11921161;454;0;5;5
DPOP;0;randomMaxDisCSP_1548908178991;10;6;1;10;0.4;0.9;0.4;0.8888888888888621;262100;76;108;82429;40797;4;5;5
AFB;0;randomMaxDisCSP_1548908182261;10;5;1;10;0.4;0.99;0.4;0.9916666666666354;4153180;580;325942;44028507;454;0;12;12
DPOP;0;randomMaxDisCSP_1548908182261;10;5;1;10;0.4;0.99;0.4;0.9916666666666354;861100;90;108;158599;40797;4;12;12
AFB;0;randomMaxDisCSP_1548908190653;10;5;1;10;0.4;0.4;0.4;0.40666666666666085;5390;20;6036;206173;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908190653;10;5;1;10;0.4;0.4;0.4;0.40666666666666085;5612100;334;108;918859;402602;5;0;0
AFB;0;randomMaxDisCSP_1548908191923;10;6;1;10;0.4;0.5;0.4;0.46888888888888036;7840;20;6090;212808;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908191923;10;6;1;10;0.4;0.5;0.4;0.46888888888888036;324100;66;108;79605;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908192877;10;6;1;10;0.4;0.6;0.4;0.5794444444444311;13470;29;6500;268153;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908192877;10;6;1;10;0.4;0.6;0.4;0.5794444444444311;461100;78;108;119545;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908193936;10;5;1;10;0.4;0.7;0.4;0.6983333333333148;195180;56;11551;948817;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908193936;10;5;1;10;0.4;0.7;0.4;0.6983333333333148;281100;77;108;83276;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908195109;10;6;1;10;0.4;0.8;0.4;0.8011111111110881;1783380;235;92153;11747413;454;0;3;3
DPOP;0;randomMaxDisCSP_1548908195109;10;6;1;10;0.4;0.8;0.4;0.8011111111110881;72100;34;108;47043;4573;3;3;3
AFB;0;randomMaxDisCSP_1548908198323;10;6;1;10;0.4;0.9;0.4;0.9105555555555278;583950;119;36008;4143856;454;0;6;6
DPOP;0;randomMaxDisCSP_1548908198323;10;6;1;10;0.4;0.9;0.4;0.9105555555555278;622100;84;108;119117;40797;4;6;6
AFB;0;randomMaxDisCSP_1548908200243;10;6;1;10;0.4;0.99;0.4;0.9927777777777465;1578950;202;99329;12973181;454;0;14;14
DPOP;0;randomMaxDisCSP_1548908200243;10;6;1;10;0.4;0.99;0.4;0.9927777777777465;644100;106;108;163147;40797;4;14;14
AFB;0;randomMaxDisCSP_1548908203504;10;6;1;10;0.4;0.4;0.4;0.41055555555554957;7820;25;6054;208480;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908203504;10;6;1;10;0.4;0.4;0.4;0.41055555555554957;62100;37;108;46147;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908204457;10;6;1;10;0.4;0.5;0.4;0.5099999999999897;14400;25;6444;260479;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908204457;10;6;1;10;0.4;0.5;0.4;0.5099999999999897;63100;36;109;46635;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908205438;10;6;1;10;0.4;0.6;0.4;0.5977777777777636;15520;25;6382;252313;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908205438;10;6;1;10;0.4;0.6;0.4;0.5977777777777636;524100;84;108;115865;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908206460;10;6;1;10;0.4;0.7;0.4;0.7127777777777586;58470;43;8963;594614;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908206460;10;6;1;10;0.4;0.7;0.4;0.7127777777777586;81100;44;108;54421;4573;3;1;1
AFB;0;randomMaxDisCSP_1548908207525;10;6;1;10;0.4;0.8;0.4;0.8127777777777543;166920;63;11745;952571;454;0;2;2
DPOP;0;randomMaxDisCSP_1548908207525;10;6;1;10;0.4;0.8;0.4;0.8127777777777543;62100;39;108;47043;4573;3;2;2
AFB;0;randomMaxDisCSP_1548908208798;10;6;1;10;0.4;0.9;0.4;0.8999999999999727;5346450;455;241409;31695343;454;0;5;5
DPOP;0;randomMaxDisCSP_1548908208798;10;6;1;10;0.4;0.9;0.4;0.8999999999999727;264200;74;108;82447;40797;4;5;5
AFB;0;randomMaxDisCSP_1548908215279;10;5;1;10;0.4;0.99;0.4;0.9883333333333022;2034030;272;143925;19314583;454;0;12;12
DPOP;0;randomMaxDisCSP_1548908215279;10;5;1;10;0.4;0.99;0.4;0.9883333333333022;4552100;351;108;922595;402602;5;12;12
AFB;0;randomMaxDisCSP_1548908219899;10;6;1;10;0.4;0.4;0.4;0.3861111111111062;4320;19;5897;188176;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908219899;10;6;1;10;0.4;0.4;0.4;0.3861111111111062;622100;87;108;119077;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908220872;10;6;1;10;0.4;0.5;0.4;0.47722222222221333;6560;22;5897;187688;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908220872;10;6;1;10;0.4;0.5;0.4;0.47722222222221333;345100;59;108;83303;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908221791;10;6;1;10;0.4;0.6;0.4;0.5933333333333194;47420;47;8072;478188;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908221791;10;6;1;10;0.4;0.6;0.4;0.5933333333333194;371200;53;108;86555;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908222869;10;7;1;10;0.4;0.7;0.4;0.7049999999999812;125090;52;11476;900091;454;0;2;2
DPOP;0;randomMaxDisCSP_1548908222869;10;7;1;10;0.4;0.7;0.4;0.7049999999999812;34100;25;108;39270;4573;3;2;2
AFB;0;randomMaxDisCSP_1548908224004;10;6;2;10;0.4;0.8;0.4;0.7916666666666441;152560;55;13326;1088537;454;0;3;3
DPOP;0;randomMaxDisCSP_1548908224004;10;6;2;10;0.4;0.8;0.4;0.7916666666666441;92200;48;104;45342;4573;3;3;3
AFB;0;randomMaxDisCSP_1548908225212;10;5;2;10;0.4;0.9;0.4;0.8938888888888619;2599390;314;131976;16128243;454;0;6;6
DPOP;0;randomMaxDisCSP_1548908225212;10;5;2;10;0.4;0.9;0.4;0.8938888888888619;3524100;257;104;519990;402602;5;6;6
AFB;0;randomMaxDisCSP_1548908229611;10;7;2;10;0.4;0.99;0.4;0.9911111111110799;117020;77;14907;1331304;454;0;13;13
DPOP;0;randomMaxDisCSP_1548908229611;10;7;2;10;0.4;0.99;0.4;0.9911111111110799;62100;28;104;45785;4573;3;13;13
AFB;0;randomMaxDisCSP_1548908230977;10;7;1;10;0.4;0.4;0.4;0.40111111111110553;6670;22;5931;192326;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908230977;10;7;1;10;0.4;0.4;0.4;0.40111111111110553;121100;61;108;50690;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908231953;10;6;1;10;0.4;0.5;0.4;0.4888888888888795;10260;22;6078;211451;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908231953;10;6;1;10;0.4;0.5;0.4;0.4888888888888795;71100;38;108;50741;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908232871;10;7;1;10;0.4;0.6;0.4;0.6111111111110964;10700;29;6536;272623;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908232871;10;7;1;10;0.4;0.6;0.4;0.6111111111110964;84100;52;108;42950;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908233839;10;5;1;10;0.4;0.7;0.4;0.7155555555555363;915300;152;46319;5613577;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908233839;10;5;1;10;0.4;0.7;0.4;0.7155555555555363;543100;95;109;123265;40797;4;1;1
AFB;0;randomMaxDisCSP_1548908236104;10;6;1;10;0.4;0.8;0.4;0.7999999999999771;304280;79;24429;2596573;454;0;3;3
DPOP;0;randomMaxDisCSP_1548908236104;10;6;1;10;0.4;0.8;0.4;0.7999999999999771;862100;108;108;198961;40797;4;3;3
AFB;0;randomMaxDisCSP_1548908237816;10;6;1;10;0.4;0.9;0.4;0.9144444444444165;2960100;292;145032;18782359;454;0;5;5
DPOP;0;randomMaxDisCSP_1548908237816;10;6;1;10;0.4;0.9;0.4;0.9144444444444165;441100;63;109;82927;40797;4;5;5
AFB;0;randomMaxDisCSP_1548908242338;10;8;1;10;0.4;0.99;0.4;0.9883333333333022;3720600;472;335048;44707230;454;0;12;12
DPOP;0;randomMaxDisCSP_1548908242338;10;8;1;10;0.4;0.99;0.4;0.9883333333333022;54100;40;108;46627;4573;3;12;12
AFB;0;randomMaxDisCSP_1548908250673;10;5;1;10;0.4;0.4;0.4;0.3938888888888836;4390;22;5812;176567;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908250673;10;5;1;10;0.4;0.4;0.4;0.3938888888888836;2242100;188;109;485048;402602;5;0;0
AFB;0;randomMaxDisCSP_1548908251770;10;6;1;10;0.4;0.5;0.4;0.4999999999999901;6420;24;6127;217950;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908251770;10;6;1;10;0.4;0.5;0.4;0.4999999999999901;52100;30;108;46615;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908252691;10;5;1;10;0.4;0.6;0.4;0.603333333333319;6110;27;5980;198292;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908252691;10;5;1;10;0.4;0.6;0.4;0.603333333333319;142100;46;109;90688;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908253623;10;5;1;10;0.4;0.7;0.4;0.7094444444444254;103740;62;10513;783862;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908253623;10;5;1;10;0.4;0.7;0.4;0.7094444444444254;292100;65;108;86956;40797;4;1;1
AFB;0;randomMaxDisCSP_1548908254825;10;6;1;10;0.4;0.8;0.4;0.790555555555533;198540;85;17888;1756523;454;0;2;2
DPOP;0;randomMaxDisCSP_1548908254825;10;6;1;10;0.4;0.8;0.4;0.790555555555533;62100;44;108;50273;4573;3;2;2
AFB;0;randomMaxDisCSP_1548908256295;10;6;1;10;0.4;0.9;0.4;0.8744444444444183;724050;134;52121;6246774;454;0;5;5
DPOP;0;randomMaxDisCSP_1548908256295;10;6;1;10;0.4;0.9;0.4;0.8744444444444183;352100;62;108;79177;40797;4;5;5
AFB;0;randomMaxDisCSP_1548908258613;10;6;1;10;0.4;0.99;0.4;0.993333333333302;56413130;4386;3530550;488320284;454;0;13;13
DPOP;0;randomMaxDisCSP_1548908258613;10;6;1;10;0.4;0.99;0.4;0.993333333333302;682100;106;108;162719;40797;4;13;13
AFB;0;randomMaxDisCSP_1548908337329;10;6;1;10;0.4;0.4;0.4;0.38388888888888406;5690;22;5999;201537;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908337329;10;6;1;10;0.4;0.4;0.4;0.38388888888888406;342100;62;108;82857;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908338252;10;6;1;10;0.4;0.5;0.4;0.5022222222222122;10400;32;6292;239047;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908338252;10;6;1;10;0.4;0.5;0.4;0.5022222222222122;334100;67;108;78749;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908339237;10;7;1;10;0.4;0.6;0.4;0.5899999999999862;7940;23;6111;215392;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908339237;10;7;1;10;0.4;0.6;0.4;0.5899999999999862;75100;45;108;47058;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908340157;10;6;1;10;0.4;0.7;0.4;0.6883333333333153;163920;68;12342;1062330;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908340157;10;6;1;10;0.4;0.7;0.4;0.6883333333333153;54100;40;108;47061;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908341362;10;7;1;10;0.4;0.8;0.4;0.8122222222221988;330460;88;22611;2358611;454;0;3;3
DPOP;0;randomMaxDisCSP_1548908341362;10;7;1;10;0.4;0.8;0.4;0.8122222222221988;72100;41;108;46630;4573;3;3;3
AFB;0;randomMaxDisCSP_1548908342882;10;6;1;10;0.4;0.9;0.4;0.8922222222221953;762300;146;48147;5742260;454;0;5;5
DPOP;0;randomMaxDisCSP_1548908342882;10;6;1;10;0.4;0.9;0.4;0.8922222222221953;444100;75;108;82447;40797;4;5;5
AFB;0;randomMaxDisCSP_1548908345090;10;6;2;10;0.4;0.99;0.4;0.9877777777777467;118420;55;13056;1071414;454;0;13;13
DPOP;0;randomMaxDisCSP_1548908345090;10;6;2;10;0.4;0.99;0.4;0.9877777777777467;662100;86;104;161874;40797;4;13;13
AFB;0;randomMaxDisCSP_1548908346375;10;7;1;10;0.4;0.4;0.4;0.40666666666666085;2620;17;5745;168505;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908346375;10;7;1;10;0.4;0.4;0.4;0.40666666666666085;72100;38;109;46685;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908347268;10;6;2;10;0.4;0.5;0.4;0.5011111111111012;9320;24;6046;195516;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908347268;10;6;2;10;0.4;0.5;0.4;0.5011111111111012;82100;35;104;45770;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908348184;10;5;1;10;0.4;0.6;0.4;0.596111111111097;12310;25;6243;234518;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908348184;10;5;1;10;0.4;0.6;0.4;0.596111111111097;612100;92;108;119073;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908349206;10;6;1;10;0.4;0.7;0.4;0.7127777777777586;38990;31;7576;405965;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908349206;10;6;1;10;0.4;0.7;0.4;0.7127777777777586;62200;42;108;42953;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908350245;10;7;1;10;0.4;0.8;0.4;0.7827777777777556;346000;91;22489;2378758;454;0;2;2
DPOP;0;randomMaxDisCSP_1548908350245;10;7;1;10;0.4;0.8;0.4;0.7827777777777556;84100;45;108;50738;4573;3;2;2
AFB;0;randomMaxDisCSP_1548908351817;10;5;1;10;0.4;0.9;0.4;0.8911111111110842;3125450;398;198600;26184171;454;0;6;6
DPOP;0;randomMaxDisCSP_1548908351817;10;5;1;10;0.4;0.9;0.4;0.8911111111110842;3362100;187;108;485036;402602;5;6;6
AFB;0;randomMaxDisCSP_1548908357494;10;6;1;10;0.4;0.99;0.4;0.9916666666666354;11780410;2628;1360621;189170557;454;0;14;14
DPOP;0;randomMaxDisCSP_1548908357494;10;6;1;10;0.4;0.99;0.4;0.9916666666666354;42200;43;109;49937;4573;3;14;14
AFB;0;randomMaxDisCSP_1548908388249;10;6;1;10;0.4;0.4;0.4;0.4144444444444383;9270;24;6265;237129;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908388249;10;6;1;10;0.4;0.4;0.4;0.4144444444444383;352100;70;108;82843;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908389238;10;7;1;10;0.4;0.5;0.4;0.46888888888888036;4590;20;6053;208122;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908389238;10;7;1;10;0.4;0.5;0.4;0.46888888888888036;82100;40;108;46630;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908390161;10;5;1;10;0.4;0.6;0.4;0.5916666666666528;7200;22;5994;200716;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908390161;10;5;1;10;0.4;0.6;0.4;0.5916666666666528;2721100;224;109;517207;402602;5;0;0
AFB;0;randomMaxDisCSP_1548908391289;10;7;2;10;0.4;0.7;0.4;0.6994444444444259;260470;78;16729;1509559;454;0;2;2
DPOP;0;randomMaxDisCSP_1548908391289;10;7;2;10;0.4;0.7;0.4;0.6994444444444259;62100;28;104;45357;4573;3;2;2
AFB;0;randomMaxDisCSP_1548908392647;10;7;1;10;0.4;0.8;0.4;0.8016666666666437;448500;80;21386;2200354;454;0;3;3
DPOP;0;randomMaxDisCSP_1548908392647;10;7;1;10;0.4;0.8;0.4;0.8016666666666437;62100;38;108;42950;4573;3;3;3
AFB;0;randomMaxDisCSP_1548908394124;10;6;1;10;0.4;0.9;0.4;0.9049999999999725;2926220;308;128569;16621345;454;0;6;6
DPOP;0;randomMaxDisCSP_1548908394124;10;6;1;10;0.4;0.9;0.4;0.9049999999999725;52100;51;108;43381;4573;3;6;6
AFB;0;randomMaxDisCSP_1548908398200;10;7;2;10;0.4;0.99;0.4;0.9927777777777465;559070;148;60104;7174263;454;0;13;13
DPOP;0;randomMaxDisCSP_1548908398200;10;7;2;10;0.4;0.99;0.4;0.9927777777777465;382100;78;104;82027;40797;4;13;13
AFB;0;randomMaxDisCSP_1548908400739;10;7;1;10;0.4;0.4;0.4;0.37277777777777343;7240;21;6126;217785;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908400739;10;7;1;10;0.4;0.4;0.4;0.37277777777777343;62100;41;108;42490;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908401645;10;6;2;10;0.4;0.5;0.4;0.4999999999999901;13200;27;6250;222367;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908401645;10;6;2;10;0.4;0.5;0.4;0.4999999999999901;822100;72;104;114106;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908402626;10;5;1;10;0.4;0.6;0.4;0.5894444444444307;29560;34;6860;317475;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908402626;10;5;1;10;0.4;0.6;0.4;0.5894444444444307;81100;42;108;47034;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908403660;10;5;1;10;0.4;0.7;0.4;0.6827777777777599;122030;53;11004;886206;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908403660;10;5;1;10;0.4;0.7;0.4;0.6827777777777599;2552100;191;109;564947;402602;5;0;0
AFB;0;randomMaxDisCSP_1548908405082;10;5;1;10;0.4;0.8;0.4;0.8044444444444213;380410;89;21418;2231450;454;0;2;2
DPOP;0;randomMaxDisCSP_1548908405082;10;5;1;10;0.4;0.8;0.4;0.8044444444444213;361100;59;109;90275;40797;4;2;2
AFB;0;randomMaxDisCSP_1548908406550;10;7;2;10;0.4;0.9;0.4;0.887777777777751;1130470;195;49078;5559034;454;0;6;6
DPOP;0;randomMaxDisCSP_1548908406550;10;7;2;10;0.4;0.9;0.4;0.887777777777751;452100;60;104;81599;40797;4;6;6
AFB;0;randomMaxDisCSP_1548908408947;10;6;1;10;0.4;0.99;0.4;0.9872222222221911;3278090;281;182345;23731798;454;0;11;11
DPOP;0;randomMaxDisCSP_1548908408947;10;6;1;10;0.4;0.99;0.4;0.9872222222221911;62100;40;108;50741;4573;3;11;11
AFB;0;randomMaxDisCSP_1548908414231;10;6;1;10;0.4;0.4;0.4;0.37277777777777343;4690;18;5865;183625;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908414231;10;6;1;10;0.4;0.4;0.4;0.37277777777777343;42100;32;108;47021;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908415159;10;6;1;10;0.4;0.5;0.4;0.4983333333333235;7550;21;6193;226504;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908415159;10;6;1;10;0.4;0.5;0.4;0.4983333333333235;62100;41;108;50313;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908416168;10;5;1;10;0.4;0.6;0.4;0.6011111111110968;86870;41;8850;583679;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908416168;10;5;1;10;0.4;0.6;0.4;0.6011111111110968;252100;61;108;82824;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908417241;10;6;1;10;0.4;0.7;0.4;0.7149999999999808;83090;42;9179;616855;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908417241;10;6;1;10;0.4;0.7;0.4;0.7149999999999808;52100;35;108;47061;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908418294;10;6;1;10;0.4;0.8;0.4;0.790555555555533;210700;74;17772;1726472;454;0;3;3
DPOP;0;randomMaxDisCSP_1548908418294;10;6;1;10;0.4;0.8;0.4;0.790555555555533;532100;104;108;118689;40797;4;3;3
AFB;0;randomMaxDisCSP_1548908419738;10;7;1;10;0.4;0.9;0.4;0.905555555555528;5152090;329;162192;20862600;454;0;7;7
DPOP;0;randomMaxDisCSP_1548908419738;10;7;1;10;0.4;0.9;0.4;0.905555555555528;72100;35;109;46685;4573;3;7;7
AFB;0;randomMaxDisCSP_1548908424502;10;5;1;10;0.4;0.99;0.4;0.9855555555555245;302910;112;33117;3880704;454;0;12;12
DPOP;0;randomMaxDisCSP_1548908424502;10;5;1;10;0.4;0.99;0.4;0.9855555555555245;652100;100;108;159440;40797;4;12;12
AFB;0;randomMaxDisCSP_1548908426390;10;5;1;10;0.4;0.4;0.4;0.39777777777777235;6280;20;6081;211964;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908426390;10;5;1;10;0.4;0.4;0.4;0.39777777777777235;162100;50;108;86513;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908427337;10;5;1;10;0.4;0.5;0.4;0.48999999999999055;4080;24;5891;187189;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908427337;10;5;1;10;0.4;0.5;0.4;0.48999999999999055;523100;89;109;119553;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908428333;10;5;1;10;0.4;0.6;0.4;0.5983333333333192;10200;25;6136;221183;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908428333;10;5;1;10;0.4;0.6;0.4;0.5983333333333192;3251100;191;108;484578;402602;5;0;0
AFB;0;randomMaxDisCSP_1548908429471;10;6;1;10;0.4;0.7;0.4;0.7122222222222031;62870;38;9171;615589;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908429471;10;6;1;10;0.4;0.7;0.4;0.7122222222222031;524100;82;108;119099;40797;4;1;1
AFB;0;randomMaxDisCSP_1548908430612;10;6;1;10;0.4;0.8;0.4;0.8177777777777541;807810;133;45871;5442040;454;0;4;4
DPOP;0;randomMaxDisCSP_1548908430612;10;6;1;10;0.4;0.8;0.4;0.8177777777777541;74100;55;108;46633;4573;3;4;4
AFB;0;randomMaxDisCSP_1548908432730;10;6;1;10;0.4;0.9;0.4;0.9072222222221946;3231520;311;154443;20126927;454;0;6;6
DPOP;0;randomMaxDisCSP_1548908432730;10;6;1;10;0.4;0.9;0.4;0.9072222222221946;492100;81;108;126905;40797;4;6;6
AFB;0;randomMaxDisCSP_1548908437510;10;6;1;10;0.4;0.99;0.4;0.9927777777777465;1561190;195;68292;8784838;454;0;13;13
DPOP;0;randomMaxDisCSP_1548908437510;10;6;1;10;0.4;0.99;0.4;0.9927777777777465;62100;40;109;50796;4573;3;13;13
AFB;0;randomMaxDisCSP_1548908440171;10;6;1;10;0.4;0.4;0.4;0.3972222222222168;4330;16;5905;188901;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908440171;10;6;1;10;0.4;0.4;0.4;0.3972222222222168;72100;51;108;50247;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908441083;10;5;1;10;0.4;0.5;0.4;0.4922222222222127;5490;24;5860;183256;454;0;0;0
